Identifiant;Geo Point;Marque;Nom
73310002;;Système U;SAS RUFFIEUX DISTRIBUTION
73390007;45.54914,6.16003;Agip;AGIP AIRE ARCLUSAZ A43 SENS TUNNEL FREJUS-CHAMBERY
73602001;45.48524,6.52639;Total Access;RELAIS ELF  DU DORON
74420001;46.2079,6.40327;Avia;STATION VALLEE VERTE
75014007;48.82283,2.31518;BP;BP PARIS PORTE DE CHATILLON
75018008;48.89379,2.33141;Total;RELAIS CHAMPIONNET
72380001;48.1454796788,0.169946138584;Système U;Super U STE JAMME SUR SARTHE
72450001;48.05165,0.4186;Système U;Super U MONTFORT LE GESNOIS
74910001;45.96286,5.8368;Agip;AGIP SEYSSEL ROUTE DE GENEVE
74700003;45.90414,6.68327;Intermarché;INTERMARCHE DOMANCY
75013013;48.83525,2.35823;Total;Relais total hopital
76370006;49.9144134143,1.0939342704;Intermarché;SAS THIMONT
76460002;49.85825,0.69319;Leclerc;ST VALERY DISTRIBUTION SAS
76890001;49.6819089706,1.04582214413;Intermarché;INTERMARCHE TOTES
77120001;48.80136,3.08659;Total Access;RELAIS  DES CAPUCINS
77195001;48.5013502112,2.57900898932;Carrefour;CARREFOUR VILLIERS EN BIERE
75012007;48.84448,2.39588;Total;SA GARAGES NATION
75013008;48.8262326016,2.38731807822;Total;RELAIS QUAI IVRY B
75017002;48.87956,2.30283;Total;RELAIS PARIS COURCELLES
76200002;49.9158,1.07466;Esso Express;ESSO LES CANADIENS
76700003;49.5119410983,0.200415342468;Total;RELAIS DE LA PORTE OCEANE
76400002;49.75119,0.40223;Total;STATION TOTAL MSA RENAULT
76720001;49.71673,1.10313;Carrefour Contact;CARREFOUR CONTACT
77310006;48.53167,2.53511;BP;BP ST FARGEAU PONTHIERRY
77600002;48.8291488545,2.74177363716;Total;RELAIS FERRIERES
75013005;48.81699,2.36012;Total;RELAIS ITALIE COTE A
76360002;49.55695,0.95282;Total;DUPRAY BERTRAND
77100006;48.95738,2.93791;Total;RELAIS DE LA MARNE VICTOIRE
77130010;48.4287396601,2.93200212817;Shell;STATION SHELL JONCHETS LES RECOMPENSES A5
78150003;48.82392,2.12784;BP;BP LE CHESNAY 8 à Huit
79000002;46.33169,-0.48267;Carrefour;CARREFOUR NIORT
77160001;48.55942,3.2864;Agip;AGIP PROVINS AV DE GAULLE
77170002;48.668648391,2.69933066707;Total;RELAIS SAINTE GENEVIEVE
78150004;48.83672,2.10472;BP;BP ROCQUENCOURT
78125001;48.61881,1.73194;Total;SARL ASTON
78480003;48.97757,1.97762;Total;TOTAL RELAIS FONTAINE SAINT MARTIN
79300006;46.84815,-0.47432;Leclerc;Bocage distribution
81300001;43.7596917928,1.96428409176;Leclerc;GRAULHET-DISTRIBUTION
82000011;44.02227,1.37852;Intermarché;SAS SANOVAL
82200009;44.1140844078,1.11246357558;Intermarché;SAS MOIGERE
83170009;43.4091,5.9221;Indépendant sans enseigne;SIRI  PATRICK
78800003;48.92897,2.18844;Avia;ACC2 SARL
78960003;48.76235,2.04352;BP;BP ST QUENTIN CD 36
80000007;49.90728,2.31778;Esso Express;ESSO PICARDIE
81380001;43.95483,2.15595;Leclerc;E.LECLERC LESCURE
84220002;43.88557,5.16824;Indépendant sans enseigne;Le Relais du Ventaux
81100005;43.6201786903,2.26949652971;Système U;SUPER U
81290001;43.53886,2.26211;Avia;ETS  ARQUIER ET FILS
81430001;43.89489,2.34154;Elan;BOUSQUET GARAGE
81580001;43.5663194914,2.1302181398;Système U;SAS VALAURA (SUPER U)
83460002;43.45119,6.4872;Système U;HYPER U
83480002;43.4618579362,6.68332007146;Total;RELAIS CANAVER
83600003;43.4380898879,6.71908780417;Total;RELAIS PTE DES GAULES
84500005;44.28524,4.7508;Total;RELAIS DES GRES
84600001;44.38924,4.98984;Elan;ETS CHARVET
85000004;46.65321,-1.44424;Total;SARL GARAGE PHELIPPEAU
85210003;46.57364,-1.11112;Esso;ESSO VENDEE EST
83480001;43.44299,6.70539;Carrefour;Carrefour puget sur argens
83510003;43.47065,6.38141;Intermarché;INTERMARCHE LORGUES
83630002;43.6172488043,6.21995358546;Intermarché;INTERMARCHE AUPS
85600003;46.9690604639,-1.33130646813;Système U;Super U PAYS DE MONTAIGU
86380001;46.72897,0.30404;Total;VENDEUVRE AUTOMOBILES
86700004;46.3356584205,0.186203239954;Total;Relais des minieres
87100003;45.8548203729,1.26648380782;Total Access;RELAIS LIMOGES LECLERC STAR
88000005;48.1916177136,6.44013960888;Total;RELAIS  DES IMAGES
88130002;48.3711,6.29243;Leclerc;CHARDIS S.A
88140004;48.18924,5.90199;Intermarché;INTERMARCHE CONTREXEVILLE
85000007;46.67278,-1.40527;Leclerc;E.LECLERC LES OUDAIRIES
85540002;46.4971173279,-1.42396404804;Intermarché Contact;INTERMARCHE MOUTIERS LES MAUXFAI
86000016;46.59229,0.34957;Avia;Avia les Couronneries
87280003;45.8700089563,1.26840876316;Leclerc;LIMOGES-DIS
87500005;45.5040336236,1.20147809609;Ecomarché;INTERMARCHE ST.YRIEIX LA PERCHE
87600003;45.8352503649,0.837116156449;Avia;BOULESTEIX GERARD
89120003;47.87681,3.09542;Intermarché;INTERMARCHE CHARNY
89240002;47.7549379256,3.49731440344;Avia;Garage du Pont de Grey
90130001;47.60565,7.004;Coccinelle;019 DATS MONTREUX
90800001;47.62581,6.84391;Total;GRABON SERGE
91170003;48.66155,2.37498;Leclerc;VIRYDIS
91330001;48.71027,2.4886;Total;SA CARLES ET FILS
89000007;47.79899,3.55266;Esso Express;ESSO STE GENEVIEVE
89100001;48.182679213,3.30851833631;Carrefour;CARREFOUR SENS MAILLOT
91130004;48.64728,2.41495;Intermarché;INTERMARCHE RIS ORANGIS
91150007;48.40881,2.12543;Esso;ESSO VILLE SAUVAGE
91160007;48.6774293561,2.28254947584;Total;Relais de Longjumeau
91170005;48.66928,2.37053;BP;BP VIRY RN7
91360001;48.6855050036,2.30732836406;Total Access;RELAIS TOTAL ACCESS  EPINAY S/ORGE
91370001;48.7528,2.27251;Esso Express;ESSO VERRIERES
91400001;48.6974956439,2.18586214413;Total;RELAIS DES CORDIERS
91490004;48.3990667573,2.43661430803;Carrefour Market;CARREFOUR MARKET
91540004;48.56522,2.43887;Intermarché;INTERMARCHE
91800005;48.68325,2.53431;CORA;CORA Val d'Yerres
91610001;48.53098,2.38822;Carrefour Market;Carrefour Market
91720001;48.392729,2.390744;Intermarché;INTERMARCHE MAISSE
92240008;48.8204,2.30521;BP;BP MALAKOFF LAROUSSE 8 à Huit
93000009;48.90872,2.42796;Shell;Europe Petrol & AVIA STATION Carte SHELL BP DKV RESSA... + GARAGE POINT S
93290003;48.9467460327,2.57048818541;Carrefour Market;Carrefour Market
91380006;48.71068,2.29765;BP;BP CHILLY MAZARIN AMPERE
91470005;48.64664,2.06885;Total;Relais de limours
92210008;48.84458,2.21049;BP;BP ST CLOUD REPUBLIQUE 8 à Huit
93100011;48.86867,2.44788;BP;BP MONTREUIL ARISTIDE BRIAND 8 à Huit
94000006;48.79014,2.46408;Esso;FMB94 SARL
94110001;48.8123,2.33143;Elf;RELAIS ELF  ARCUEIL LENINE
93190001;48.9303428482,2.55570358546;CORA;CORA
93350002;48.9416408822,2.43166533848;Total Access;RELAIS DE LA GOUTTE D'OR
93370001;48.898850057,2.54918581892;Simply Market;SIMPLY MARKET
94310002;48.74415,2.4079;Leclerc;E LECLERC ORLY DISTRIBUTION
95100022;48.933,2.23272;Total;RELAIS TOTAL IMPRESSIONNISTES
93150004;48.92565,2.46671;BP;BP BLANC MESNIL MANSIO
94600004;48.7684,2.41866;BP;BP CHOISY LE ROI VICTOR HUGO
95100009;48.95763,2.27971;Total;RELAIS DE JOLIVAL
94880001;48.77667,2.55134;Intermarché;INTERMARCHE NOISEAU
95100020;48.92974,2.23277;BP;BP ARGENTEUIL Q DE BEZONS
95290001;49.1236550919,2.24847878103;Carrefour;CARREFOUR L ISLE ADAM
95480002;49.01542,2.14589;Esso;ESSO PIERRELAYE
95110001;48.9671420202,2.26207404804;Total Access;RELAIS DE LA BUTTE
95130001;48.98563,2.23792;Esso Express;ESSO FRANCONVILLE
95740004;49.04791,2.20149;Total Access;Relais TOTAL ACCESS de frepillon
20290008;42.5466547133,9.41753214413;VITO;A LA ROUE DE SECOURS
21800002;47.3101458585,5.1061614592;Carrefour;CARREFOUR QUETIGNY
28210001;48.6499757554,1.5382735676;Total;NOGENT SERVICES AUTOMOBILES
27220001;48.9111313187,1.26506172983;Carrefour Market;Carrefour Market
3120001;46.2479641745,3.62970459995;Agip;AGIP LAPALISSE - STATION CANTAT
10100001;48.51018,3.71443;Carrefour Market;Carrefour Market
10000016;48.29444,4.08278;Total;Relais du vouldy
12270001;44.2402410015,2.03283204683;Intermarché Contact;Intermarché Contact
11000012;43.21566,2.3546;Indépendant sans enseigne;SARL TRIAY FRERES
12200003;44.35982,2.03954;Esso Express;ESSO LA ROCADE
41800001;47.75561,0.86052;Système U;Super U Coop Atlantique Montoire
42170002;45.506,4.24619;Casino;CASINO SUPERMARCHE
40630001;44.1473398051,-0.737819670456;Elan;LABORDE J Philippe
41150003;47.49742,1.17813;Casino;CASINO CARBURANTS
41000010;47.60394,1.31495;Total;Total Anne de Bretagne
40660001;43.81467,-1.37853;Système U;SUPER U
39130006;46.5754665093,5.75077619218;Carrefour Express;CARREFOUR EXPRESS
1000009;46.19566,5.22935;Intermarché;INTERMARCHE BOURG EN BRESSE
1000007;46.20105,5.24891;Leclerc;CENTRE E. LECLERC
2700001;49.65048,3.28029;Total;LE RELAIS DE PARIS
34310002;43.3264472134,3.05100876316;Intermarché;INTERMARCHE CAPESTANG
39100008;47.08882,5.4813;Indépendant sans enseigne;PETROL'39
40000001;43.8834285426,-0.48176;Carrefour Market;Carrefour Market
13100012;43.52023,5.43433;BP;BP AIX EN PROVENCE MAL JUIN 8 à Huit
13110002;43.42008,4.97856;Agip;AGIP PORT DE BOUC RN 568
13097001;43.53556,5.4134;Géant;GEANT CASINO
13014010;43.3354,5.40006;Avia;AVIA
11200006;43.1865747998,2.75295500893;Intermarché;INTERMARCHE LEZIGNAN LES CORBIER
11700001;43.18546,2.5573;Dyneff;STATION DYNEFF
15800002;44.98092,2.62815;Ecomarché;INTERMARCHE CONTACT VIC SUR CERE
16700003;46.02138,0.18967;Leclerc;RUDIS
1120002;45.8471518044,5.07404780227;Total;RELAIS DE DAGNEUX
1440003;46.21667,5.2134;Avia;AVIA
3190002;46.53077,2.62149;Carrefour Contact;Carrefour Contact
6000007;43.69233,7.24991;Avia;TERRIN SARL
4700003;43.92768,5.89091;Carrefour Market;Carrefour Market
17700003;46.1113381388,-0.738557206659;Leclerc;SODISUR
18240001;47.50472,2.85162;Système U;Utile BELLEVILLE SUR LOIRE
19360001;45.16818,1.56089;Géant;GEANT BRIVE- FLOREAL YG330
18130001;46.88535,2.57257;Atac;ATAC DUN SUR AURON
20217001;42.6732135814,9.29715968034;VITO;DOMARCHI MARC ET SEBASTIEN
31620009;43.78099,1.41442;Intermarché Contact;INTERMARCHE BOULOC
29833001;48.27996,-3.56533;Leclerc;CARHAIX  DISTRIBUTION
31110001;42.80355,0.59875;Esso;STATION ESSO
10190001;48.27369,3.80446;Maximarché;MAXIMARCHE ESTISSAC
19300003;45.39814,2.03565;Total;EGLETONS LACHAUD
20217005;42.6843451345,9.31258811794;VITO;Relais Dominique
31130005;;Elf;SARL AE2C
33840003;44.2901684109,-0.258297153065;Agip;AGIP / SIG'REST CAPTIEUX
34270001;43.76059,3.86538;Intermarché;INTERMARCHE ST MATHIEU TREVIERS
32240001;43.8338,-0.17899;Ecomarché;SAS ELYONNI
35410001;48.0448048356,-1.51418460793;Système U;Hyper U CHATEAUGIRON
35390001;47.72393,-1.73265;Système U;U EXPRESS
42190002;46.15391,4.17359;Casino;CASINO SUPERMARCHE
1340001;46.33208,5.12278;Carrefour Market;Carrefour Market
33970001;44.64206,-1.25492;Total;EOR CAP FERRET GAVA
37700001;47.3804383534,0.715156958453;Carrefour;CARREFOUR Tours-St Pierre des Corps
38000009;45.19843,5.71799;Oil France;SARL SILVA
40150001;43.6699175737,-1.39099772473;Intermarché;INTERMARCHE SOORTS HOSSEGOR
40390001;43.5425678238,-1.38701265232;Système U;SUPER U
40280003;43.87831,-0.50522;Système U;STATION U
11370001;42.9064295874,3.03680630734;Carrefour Contact;Carrefour Contact
11100006;43.1743336179,2.99224530275;Total Access;RELAIS NARBONNE LE CERS
13013010;43.3236,5.45358;Total Access;RELAIS DES OLIVES
13016006;43.34883,5.34314;Total Access;LITTORAL
13220003;43.3941902488,5.13489044661;Carrefour;carrefour chateauneuf les martigues
37600006;47.13964,1.00018;Indépendant sans enseigne;GLEMAREC SARL
10400003;48.48593,3.49118;Intermarché;INTERMARCHE NOGENT SUR SEINE
11300002;43.0451632025,2.22477911057;Système U;SUPER U
9000002;42.94821,1.62619;Total;MR TAILLEZ
24190001;45.09699,0.47459;Intermarché;INTERMARCHE NEUVIC SUR L'ISLE
3400002;46.55323,3.36467;Carrefour Market;Carrefour Market
6230001;43.70556,7.32039;Total;RELAIS PONT SAINT JEAN
2300001;49.64287,3.2595;Auchan;AUCHAN  VIRY  NOUREUIL
1250002;46.17527,5.32754;BP;BP A40 AIRE DE BOURG TEYSONGUE
1310003;46.25611,5.05695;Casino;casino
1500004;45.957,5.33285;Avia;GARAGE VINCENT SAS
2100018;49.84226,3.28387;Indépendant sans enseigne;DM Combustibles
2190002;49.4475766624,3.92632110989;Shell;SGAR SAS
2400005;49.0352,3.3914;Intermarché;INTERMARCHE CHATEAU-THIERRY
2430001;49.82606,3.2792;Intermarché;INTERMARCHE GAUCHY
3430002;46.4578721425,2.81975930708;Indépendant sans enseigne;Station TOTAL
13014001;43.328490405,5.39870646813;Carrefour;CARREFOUR LE MERLAN
14400005;49.28338,-0.71172;Esso;ESSO SERVICE DUBESSIN
15300004;45.10839,2.87932;Intermarché;Station 24/24 Intermarché
23500002;45.88359,2.17494;Intermarché;INTERMARCHE FELLETIN
34770001;43.49417,3.70868;Total Access;STATION PRADE DE FOURMEL
35133001;48.35182,-1.22599;Leclerc;FOUGERES DISTRIBUTION
35150003;47.95513,-1.50346;Intermarché;INTERMARCHE JANZE
9210001;43.2813698179,1.34783547151;Carrefour Market;Carrefour Market
17560001;45.8380656914,-1.13830024022;Indépendant sans enseigne;BOURCEFRANC AUTO
19330001;45.26712,1.6793;Avia;GARAGE LAGARDE-STATION AVIA
19000003;45.28454,1.77174;Intermarché;INTERMARCHE ROUTE NAVES
21320002;47.2571728402,4.56075;Total;MME CHOPIN
35520002;48.1714395699,-1.71999086359;Total;SARL DVT
2120002;49.9008769446,3.62952308716;Total;JEU DE PAUME
24160002;45.33724,1.05587;Total;MR BRANDY
25340001;47.39385,6.49791;Avia;STATION AVIA GARAGE CARLIN
29430001;48.6538,-4.18796;Super Casino;SUPERMARCHE CASINO
33610001;44.75337,-0.67881;Système U;SUPER U
21400003;47.87086,4.57044;Avia;MR MUTEZ
21800008;47.30237,5.12672;Colruyt;DATS CHEVIGNY ST SAUVEUR
6670003;43.85732,7.19729;Esso;SARL CLAUSS
8200001;49.70103,4.92689;Carrefour Market;Carrefour Market
8300001;49.51108,4.36784;Carrefour;CARREFOUR   RETHEL
14111001;49.16074,-0.3998;Intermarché;INTERMARCHE LOUVIGNY
14123001;49.14733,-0.37298;Simply Market;SIMPLY MARKET
35000015;48.10717,-1.71902;Esso Express;ESSO EXPRESS RENNES OUEST
38110001;45.57269,5.47231;Carrefour Market;Carrefour Market
5200006;44.53823,6.49196;Total;Station Total Marmugi
38620001;45.4584317143,5.64049483029;Carrefour Contact;CARREFOUR  EXPRESS
39570004;46.6695174423,5.52618617032;Système U;RN83 DISTRIBUTION SAS SUPER U
39300006;46.7458,5.91957;Leclerc;station Leclerc Champagnole
7380001;44.6446628043,4.32898392299;Elan;SARL GARAGE CEVENNES DIESEL
26000008;44.92736,4.91513;Esso Express;ESSO CHABEUIL
27000004;49.02379,1.17388;Intermarché;INTERMARCHE EVREUX
27110002;49.14881,0.91934;Leclerc;S.D.N.E.
27930001;48.9570602407,0.9354535676;Carrefour Market;Carrefour Market
29000007;47.98540995,-4.04322596982;Indépendant sans enseigne;GARAGE HERVE Pascal
14204001;49.2048420122,-0.327552269185;Carrefour;CARREFOUR HEROUVILLE SAINT CLAIR
22210001;48.17281,-2.5987;Système U;Super U PLEMET
27201001;49.09417,1.46801;Leclerc;VERMADIS
10600005;48.30376,4.03159;Esso;Relais de chantereigne
11300005;43.07037,2.21884;Netto;NETTO LIMOUX
16100002;45.69309,-0.32722;Total;RELAIS COGNAC CORDERIE STAR
17400004;45.92485,-0.52635;Esso;DUBREUIL STATION ST JEAN D'ANGELY
14100002;49.0894798991,0.309749092706;Elan;GARAGE HORNET
30330001;44.15673,4.62264;Carrefour Market;Carrefour Market
31290002;43.3533206269,1.80632404804;Total;RELAIS DE PORT LAURAGAIS SUD
31140006;43.65886,1.45702;Simply Market;SIMPLY MARKET
31800004;43.10515,0.8154;Casino;CASINO ESTANCARBON
31500003;43.614924851,1.45228761564;Shell;PAC SARL
36330001;46.72383,1.60384;Shell;SGAR SAS
42140003;45.63427,4.3825;Intermarché;INTERMARCHE SAS CHAZEM
42140001;45.6354429803,4.37917814968;Total;GARAGE DU CENTRE
31620006;43.7859688066,1.33933878102;Intermarché;INTERMARCHE CASTELNAU
30000002;43.8237317879,4.3350565833;Total Access;RELAIS VALDEGOUR
29470004;48.37935,-4.37494;Système U;Super U PLOUGASTEL
31130006;43.60917,1.49007;Total Access;SARL  barbin nothommes
20290002;42.5249,9.4407;Total;SARL MARCELLI
21430003;47.2072796051,4.27145372838;Indépendant sans enseigne;ROUSSEAU CARBURANT
26320001;44.96495,4.94925;Indépendant sans enseigne;Agrodia
26300006;45.0341,5.05582;Elan;GARAGE CONSTANT
31300005;43.58821,1.42364;Total;RELAIS TOULOUSE CROIX PIERRE
33340001;45.3103,-0.93839;Total;EOR LESPARRE RELAIS DU ME
33480002;45.03329,-0.798964288266;Total;EOR CASTELNAU DE MED PUER
32190001;43.7552618815,0.295075836785;Carrefour Market;Carrefour Market
33250004;45.20099,-0.75006;Intermarché;INTERMARCHE PAUILLAC
34100001;43.61806,3.84411;Agip;AGIP MONTPELLIER RIMBAUD
34300004;43.28469,3.51385;Agip;AGIP CAP D'AGDE AV DES SERGENTS
31700005;43.64668,1.3681;Leclerc;NOBLADIS
16500001;46.020692772,0.659622366491;Total;MR DUMAS DELAGE
14380001;48.8399469332,-1.05205290319;Carrefour Contact;SARL SEVDIST
14520003;49.3457338784,-0.761315920218;Système U;SARL DURTANGES
36000010;46.79952,1.73367;Indépendant sans enseigne;SA CHIRAULT
36000014;46.78833,1.70326;Intermarché;SAS MYMIKA - INTERMARCHE
40130004;43.6386289453,-1.42594959368;Intermarché;INTERMARCHE CAPBRETON
40140003;43.74716,-1.32425;Intermarché;INTERMARCHE SOUSTONS
41120002;47.52356,1.30304;Intermarché;INTERMARCHE CHAILLES
33260010;44.55635,-1.1534;Atac;SIMPLY CAZAUX
31410002;43.3362695376,1.24486306131;Shell;SGAR SAS
33100001;44.8493919276,-0.545110907294;Simply Market;SIMPLY MARKET
34700003;43.7342774846,3.32369857653;Dyneff;BRUGUIERE
35000002;48.0828132819,-1.67616775856;Elf;RELAIS ELF  RENNES
36600002;47.16354,1.55945;Intermarché;INTERMARCHE VALENCAY
34550002;43.372075386,3.42435735756;Intermarché;INTERMARCHE BESSAN
34725001;43.65075,3.50952;Esso;ESSO BOURGEOIS
35510004;48.12025,-1.59938;Carrefour Contact;CARREFOUR CONTACT / SARL JENITON
35550005;47.87285,-1.87765;Elan;LOHEAC STAND AUTO
36000013;46.7912376793,1.71020976776;Total Access;RELAIS  TOTAL ACCESS DE TOUT VENT
36700002;46.98709,1.16857;Intermarché;INTERMARCHE CHATILLON SUR INDRE
37210002;47.41393,0.84973;Système U;Super U VERNOU SUR BRENNE
37270001;47.38476,0.84123;Système U;Super U MONTLOUIS
17000003;46.16171,-1.20325;Esso Express;ESSO GRAND PORT
26600001;45.00829,4.87001;Total Access;RELAIS TOTAL ACCESS  PONT DE L'ISERE RN 7
33410003;44.9643,-0.37817;Intermarché;INTERMARCHE BEGUEY  CADILLAC
33210008;44.5421199845,-0.241595427799;Netto;NETTO LANGON
33600005;44.7812636813,-0.649891423468;Total;RELAIS HAUT LEVEQUE
33720006;44.64717,-0.35066;Avia;SARL BOTELHO SICRE AUTO
44320005;47.20464,-2.04355;Système U;U express ST PERE EN RETZ
42100001;45.44232,4.40992;Total Access;RELAIS  PONT DE L'ANE
43100005;45.32244,3.375;Netto;NETTO COHADE
44220001;47.19372,-1.53042;Système U;Super U NANTES ST JACQUES
44260005;47.3747725951,-1.9382148223;Système U;Hyper U SAVENAY
44300006;47.24932,-1.52985;Esso Express;ESSO ST JOSEPH
38520003;45.0975271262,6.00985699418;Avia;Garage Bonnenfant
39110003;46.9242807286,5.88581893193;Système U;SUPER U
44000002;47.24721,-1.55528;Total Access;RELAIS ACCESS NANTES FACULTES
44490002;47.2857504156,-2.50724380782;Intermarché;Intermarche
44110005;47.71919,-1.36395;Avia;Avia Station Récup'44
44800002;47.21759,-1.64449;Total Access;RELAIS ST HERBLAIN LES ECOBUTS
45200001;47.97747,2.73321;Géant;GEANT CASINO
45150003;47.85714,2.09557;Casino;Sas pomalin
45400003;47.92976,1.89726;Total;RELAIS DES AUBRAIS
44580001;47.04097,-1.95607;Total;SARL BOUYER ET FILS
47550006;44.18603,0.66242;Total Access;RELAIS DE BON ENCONTRE
47600002;44.13388,0.34576;Total;SARL BELLANDI SERVICES
49070003;47.4661651274,-0.629550827853;Total;RELAIS BEAUCOUZE GRAND PIN
45500003;47.6976,2.63196;Total Access;RELAIS GIEN WILSON
45700003;47.99065,2.70671;Netto;NETTO
47200010;44.5072962454,0.146689297199;Intermarché;INTERMARCHE MARMANDE
48600001;44.7798969776,3.62974363906;Indépendant sans enseigne;GEDIMAT
49260001;47.13003,-0.15278;Système U;Super U MONTREUIL BELLAY
45640001;47.84823,2.03627;Système U;Super U SANDILLON
47140001;44.4007505566,0.614372686154;Intermarché;INTERMARCHE SAINTE LIVRADE
47390001;44.1293782328,0.65982;Elan;STATION ELAN
48800001;44.435952038,3.93315214413;Avia;STATION LA REGORDANE
49160003;47.41754,-0.13018;Shell;IMERINA SARL
49500002;47.6796914763,-0.878104858033;Leclerc;SEGRE-DIS
50340001;49.4736243452,-1.78708619218;Avia;NAUCELLE Franck
52000006;48.12276,5.14906;Leclerc;CHAUMONDIS
49320003;47.3407897657,-0.431846295373;Leclerc;SAS BRISSAC DISTRIBUTION
50310002;49.49052,-1.39445;Intermarché;SARL MONTEBOUG DISTRIBUTION
53970001;48.02461,-0.76909;Système U;U Express L'HUISSERIE
49570001;47.38959,-0.862482144133;Total;SARL GARAGE BAUDOUIN
52160004;47.8158364265,5.2225134148;Avia;AVIA - AIRE DE LANGRES PERROGNEY
53120002;48.3983087776,-0.755366604959;Total;SARL GARAGE JUILLET
53150001;48.14066,-0.55581;Intermarché;INTERMARCHE CONTACT  MONTSURS
54000008;48.69247,6.16752;Esso Express;ESSO ST JOSEPH 54
54000009;48.68102,6.17872;Esso Express;ESSO JEAN JAURES
50400001;48.8408552297,-1.57713407978;Total;STE MANCHE AUTOS
51170002;49.3088223079,3.69697143145;Total;SARL FIM'CARBUR
52600002;47.84059,5.54861;Avia;SARL JKR AUTOMOBILES
