Identifiant;Marque;Nom;Latitude;Longitude
31460002;Indépendant sans enseigne;G20;43.53343;1.75158
35440002;Carrefour Contact;CARREFOUR CONTACT;48.30969;-1.6672
35114001;Total;EURL RG AUTOMOBILES;48.61863;-1.84918
35480001;Système U;Super U GUIPRY;47.8235809642;-1.83662711734
35530001;Leclerc;SONODIS;48.1210531132;-1.53051894979
36100004;Intermarché;INTERMARCHE ISSOUDUN;46.95513;2.01067
36300002;Avia;BERRY ENERGIE FIOUL;46.632219636;1.06297833631
37100004;Total Access;RELAIS TOTAL ACCESS TOURS;47.40719;0.72137
37270005;Simply Market;SIMPLY MARKET VERETZ;47.3553612974;0.814114786575
37420003;Carrefour Contact;CARREFOUR CONTACT;47.2059;0.18464
26800006;Agip;SARL J.L.B;44.87875;4.87801
33140004;Shell;BMVO Distribution Sarl;44.7819324328;-0.566485062526
33300003;Leclerc;SAS SOFIBOR;44.86331;-0.56662
33360002;Système U;STATION U SAS HECODIS SUPER U;44.76511;-0.4852
33480005;Casino;CASINO;45.0287450239;-0.788137411152
44360002;Système U;Super U ST ETIENNE DE MONTLUC;47.270455479;-1.77557011517
37100005;Total;RELAIS TOURS STE RADEGONDE;47.40385;0.72656
42270002;Leclerc;JARDIS E.LECLERC;45.47608;4.38328
42800004;Avia;AVIA RIVE DE GIER;45.53514;4.6075
44000005;Elan;CHIQUET;47.23769;-1.53264
44400008;Total Access;REZE ROCADE;47.1601927464;-1.54774225132
38200003;Monoprix;MONOPRIX VIENNE;45.5026581153;4.85079096089
33240007;Intermarché;INTERMARCHE ST ANDRE DE CUBZAC;44.99888;-0.43673
33270001;Auchan;AUCHAN BOULIAC;44.81412;-0.52388
44700001;Esso Express;ESSO COTE D AMOUR;47.23966;-1.59003
45170002;Indépendant sans enseigne;SA VOITURIN;48.08423;2.04795
45000006;Total;Relais Stuart;47.91215;1.92028
45120001;Carrefour Market;Carrefour Market;48.00799;2.74058
47120001;Carrefour Contact;SARL SOJIMA;44.6801090877;0.192008433617
48600002;Indépendant sans enseigne;ETS PIGNOL SARL;44.85347;3.66108
49003001;Carrefour;CARREFOUR ANGERS SAINT SERGE;47.4888762389;-0.543921183245
44700003;Intermarché;INTERMARCHE ORVAULT;47.24624;-1.58938
45000001;Total Access;RELAIS   DU CEDRE;47.9028;1.89362
45130003;Total;MR STANIMIROVIC;47.83014;1.70166
46260001;Total;GARAGE DU QUERCY;44.3957056261;1.76750214413
46300001;Total;MR ESPAGNAT;44.7412891307;1.39287663689
47150002;Casino;Casino Carburants;44.53206;0.76441
45700001;Esso;ETS CORRE ESSO;47.98911;2.68434
47520001;Casino;CASINO SUPERMARCHE;44.1938507528;0.595208596295
48300005;Total;RELAIS DU LANGOUYROU;44.72842;3.85645
49000006;Total Access;RELAIS BAUMETTES;47.4584348762;-0.573017135201
49000008;Total Access;RELAIS BAUMETTES B;47.45605;-0.57052
49150001;Système U;Super U BAUGE;47.54701;-0.1199
49306001;Leclerc;LECLERC CHOLET;47.05188;-0.85006
49620001;Système U;Super U LA POMMERAYE;47.3494;-0.8588
49500001;Système U;Super U SEGRE;47.6965726013;-0.870677633509
50220001;Total;SARL GARAGE LEFORT;48.61727;-1.28627
51700001;Carrefour Market;Carrefour Market;49.071799668;3.63752824433
51700006;Intermarché;INTERMARCHE CHATILLON SUR MARNE;49.08766;3.76238
49480004;BP;BP A11 AIRE DES PORTES D'ANGERS SUD;;
51120003;Leclerc;SEZADIS;48.70888;3.7337
51400005;Esso;ESSO CHAMPAGNE SUD;49.12311;4.23946
50300001;Carrefour;CARREFOUR AVRANCHES;48.6764941781;-1.36517701015
51100030;BP;BP REIMS RN 44;49.24985;4.03025
51120002;Total Access;RELAIS DU GD MORIN;48.72683;3.67583
51430002;Carrefour;Carrefour Reims Tinqueux;49.24781;3.98942
53002001;Carrefour;CARREFOUR LAVAL;48.0785677936;-0.799193843551
51800006;Avia;Station AVIA aire de Valmy le Moulin;49.0739561031;4.79261494546
54380004;Carrefour Contact;CARREFOUR CONTACT;48.8464;6.07111
55800002;Intermarché;INTERMARCHE;48.82526;4.99116
56100007;Carrefour;Carrefour Lorient;47.7641490149;-3.39587837204
56100010;Indépendant sans enseigne;ARMORINE ASP;47.75372;-3.38315
56300001;Système U;Super U PONTIVY;48.06891;-2.97103
56130002;Carrefour Market;Carrefour Market;47.53507;-2.28322
56301001;Leclerc;PONTIVY-DIS;48.06831;-2.94579
56450003;Carrefour Market;Carrefour Market;47.6291011247;-2.65522434186
59100003;Esso Express;ESSO NATIONS UNIES;50.6942;3.18347
59111001;Carrefour Market;Carrefour Market;50.2924914941;3.30109415523
59194001;Intermarché;INTERMARCHE RACHES;50.41528;3.13649
59410002;Total;RELAIS D'ANZIN;50.37062;3.50346
58240002;Total Access;RELAIS SAINT IMBERT;46.7535171497;3.14069121289
59450004;Intermarché;INTERMARCHE SIN LE NOBLE;50.3633173682;3.11390815367
57620001;Leclerc;LECLERC EXPRESS LEMBERG;48.9975017898;7.37977855867
57804001;Leclerc;FREYDIS;49.14312;6.81628
59114004;Système U;SUPER U TERDEGHEM;50.79863;2.53952
59160002;Carrefour;CARREFOUR LOMME;50.649117244;2.97929612072
59620004;Oil France;Relais carburants services;50.20162;3.84754
59290001;Carrefour;CARREFOUR WASQUEHAL;50.6819496755;3.12810003573
61240001;Total;EURL CARROSSERIE MAHERAULT;48.7062078504;0.222660960888
60200002;Indépendant sans enseigne;SARL MAX GUERDIN;49.41897;2.81861
61000002;Carrefour Market;Carrefour Market;48.43815;0.10224
61300005;BP;BP L'AIGLE;48.76157;0.61766
62260002;Carrefour Market;Carrefour Market;50.51612;2.47577
60200004;Total;MERCIERES DISTRIBUTION;49.38518;2.78486
62000002;Total Access;RELAIS TOTAL ACCESS  DU ROND POINT;50.297108935;2.76926619218
62100009;Total;RELAIS EUROTUNNEL STATION VL;50.9340083071;1.81756520355
62400001;Auchan;AUCHAN BETHUNE;50.5253136273;2.62752757194
59650002;Supermarché Match;SUPERMARCHES MATCH  VILLENEUVE D'ASCQ;50.6648;3.14041
60160001;Total Access;RELAIS TOTAL ACCESS  MONTATAIRE;49.25578;2.43243
60200005;Esso Express;ESSO DU PETIT MARGNY;49.41933;2.81972
60280001;Carrefour;Carrefour Venette;49.40782;2.78053
60800008;Leclerc;CREPY;49.22996;2.90632
61100008;Leclerc;Leclerc drive;48.7296549732;-0.579286503858
62170003;Leclerc;ATTINDIS;50.48296;1.75685
62950001;Auchan;AUCHAN NOYELLES;50.41921;2.99515
63220001;Système U;Station U;45.4137939567;3.72511883462
63122002;Intermarché;SAS CHGL;45.74585;3.05886
63500005;Intermarché;SA ISSAUTO;45.54352;3.23084
63620001;Shopi;SHOPI;45.80467;2.47016
62730002;Carrefour Market;Carrefour Market;50.945640384;1.95162168155
64300002;Total;SARL Relais du Gave;43.4897135854;-0.786493506024
64300003;Leclerc;ORTHEZ-DISTRIBUTION;43.48764;-0.80622
63320002;Elan;SANCY CARBURANTS COMBUSTIBLES;45.5916243521;3.13882695656
67000012;Agip;AGIP STRASBOURG BOECKLIN;48.60002;7.77939
68000005;Total;GARAGE DU STADE SA;48.09177;7.37143
67130003;Intermarché;INTERMARCHE LA BROQUE;48.47898;7.2134
67240002;Système U;STATION U;48.7689284406;7.86683122696
65200005;Intermarché;SAS JUSSYL;43.07961;0.14047
66210002;Casino;CASINO CARBURANT;42.50278;2.07801
68120002;Système U;SUPER U PFASTATT;47.77206;7.30192
65100001;Carrefour Market;Carrefour Market;43.08796;-0.0443
68100001;Total;RELAIS DU REBBERG;47.7395148007;7.33873068494
68270001;CORA;CORA WITTENHEIM;47.8086514131;7.31223308716
68420002;Avia;GARAGE DE LA SABLIERE;48.0222763265;7.32893236649
69250008;Agip;AGIP FLEURIEU;45.86206;4.84077
69800007;Shell;EURL HARAN CHRISTOPHE;45.6977436853;4.97551795926
70000008;Intermarché;INTERMARCHE VESOUL;47.6406439087;6.14428006547
69140004;Total;Le relais express;45.81342;4.88787
69150001;Esso Express;ESSO CHAMP FLEURY;45.77177;4.97045
69960004;Total;Gcil;45.66559;4.8992
69220008;Netto;Netto St Jean d'Ardieres;46.11582;4.73973
70170002;Colruyt;022 DATS  PORT SUR SAONE;47.68449;6.05286
71240004;Auchan;AUCHAN SENNECEY LE GRAND;46.6320339578;4.87497822913
69004011;Agip;AGIP LYON BLD CANUTS;45.77877;4.82833
69330003;Esso Express;ESSO CARREAU;45.77642;4.99066
69360009;Dyneff;Garage SAURA;45.632;4.84795
69651002;Indépendant sans enseigne;NOMBLOT SAS;45.99368;4.74176
73240001;Netto;SA FAGLE;45.59557;5.63694
74100007;Leclerc;VILLE LA DIS. STATION LECLERC;46.204774868;6.23952388916
74100001;Géant;GEANT CASINO;46.19649;6.25505
74200003;Carrefour;CARREFOUR MARGENCEL;46.3486460264;6.43205396671
72120006;Q8;SAINT CALAIS AUTOMOBILES SARL;;
73100008;Intermarché;ECOMARCHE SOLLIERES SARDIERES;45.24547;6.79612
73310002;Système U;SAS RUFFIEUX DISTRIBUTION;;
73390007;Agip;AGIP AIRE ARCLUSAZ A43 SENS TUNNEL FREJUS-CHAMBERY;45.54914;6.16003
73602001;Total Access;RELAIS ELF  DU DORON;45.48524;6.52639
74420001;Avia;STATION VALLEE VERTE;46.2079;6.40327
75014007;BP;BP PARIS PORTE DE CHATILLON;48.82283;2.31518
75018008;Total;RELAIS CHAMPIONNET;48.89379;2.33141
72380001;Système U;Super U STE JAMME SUR SARTHE;48.1454796788;0.169946138584
72450001;Système U;Super U MONTFORT LE GESNOIS;48.05165;0.4186
74910001;Agip;AGIP SEYSSEL ROUTE DE GENEVE;45.96286;5.8368
74700003;Intermarché;INTERMARCHE DOMANCY;45.90414;6.68327
75013013;Total;Relais total hopital;48.83525;2.35823
76370006;Intermarché;SAS THIMONT;49.9144134143;1.0939342704
76460002;Leclerc;ST VALERY DISTRIBUTION SAS;49.85825;0.69319
76890001;Intermarché;INTERMARCHE TOTES;49.6819089706;1.04582214413
77120001;Total Access;RELAIS  DES CAPUCINS;48.80136;3.08659
77195001;Carrefour;CARREFOUR VILLIERS EN BIERE;48.5013502112;2.57900898932
75012007;Total;SA GARAGES NATION;48.84448;2.39588
75013008;Total;RELAIS QUAI IVRY B;48.8262326016;2.38731807822
75017002;Total;RELAIS PARIS COURCELLES;48.87956;2.30283
76200002;Esso Express;ESSO LES CANADIENS;49.9158;1.07466
76700003;Total;RELAIS DE LA PORTE OCEANE;49.5119410983;0.200415342468
76400002;Total;STATION TOTAL MSA RENAULT;49.75119;0.40223
76720001;Carrefour Contact;CARREFOUR CONTACT;49.71673;1.10313
77310006;BP;BP ST FARGEAU PONTHIERRY;48.53167;2.53511
77600002;Total;RELAIS FERRIERES;48.8291488545;2.74177363716
75013005;Total;RELAIS ITALIE COTE A;48.81699;2.36012
76360002;Total;DUPRAY BERTRAND;49.55695;0.95282
77100006;Total;RELAIS DE LA MARNE VICTOIRE;48.95738;2.93791
77130010;Shell;STATION SHELL JONCHETS LES RECOMPENSES A5;48.4287396601;2.93200212817
78150003;BP;BP LE CHESNAY 8 à Huit;48.82392;2.12784
79000002;Carrefour;CARREFOUR NIORT;46.33169;-0.48267
77160001;Agip;AGIP PROVINS AV DE GAULLE;48.55942;3.2864
77170002;Total;RELAIS SAINTE GENEVIEVE;48.668648391;2.69933066707
78150004;BP;BP ROCQUENCOURT;48.83672;2.10472
78125001;Total;SARL ASTON;48.61881;1.73194
78480003;Total;TOTAL RELAIS FONTAINE SAINT MARTIN;48.97757;1.97762
79300006;Leclerc;Bocage distribution;46.84815;-0.47432
81300001;Leclerc;GRAULHET-DISTRIBUTION;43.7596917928;1.96428409176
82000011;Intermarché;SAS SANOVAL;44.02227;1.37852
82200009;Intermarché;SAS MOIGERE;44.1140844078;1.11246357558
83170009;Indépendant sans enseigne;SIRI  PATRICK;43.4091;5.9221
78800003;Avia;ACC2 SARL;48.92897;2.18844
78960003;BP;BP ST QUENTIN CD 36;48.76235;2.04352
80000007;Esso Express;ESSO PICARDIE;49.90728;2.31778
81380001;Leclerc;E.LECLERC LESCURE;43.95483;2.15595
84220002;Indépendant sans enseigne;Le Relais du Ventaux;43.88557;5.16824
81100005;Système U;SUPER U;43.6201786903;2.26949652971
81290001;Avia;ETS  ARQUIER ET FILS;43.53886;2.26211
81430001;Elan;BOUSQUET GARAGE;43.89489;2.34154
81580001;Système U;SAS VALAURA (SUPER U);43.5663194914;2.1302181398
83460002;Système U;HYPER U;43.45119;6.4872
83480002;Total;RELAIS CANAVER;43.4618579362;6.68332007146
83600003;Total;RELAIS PTE DES GAULES;43.4380898879;6.71908780417
84500005;Total;RELAIS DES GRES;44.28524;4.7508
84600001;Elan;ETS CHARVET;44.38924;4.98984
85000004;Total;SARL GARAGE PHELIPPEAU;46.65321;-1.44424
85210003;Esso;ESSO VENDEE EST;46.57364;-1.11112
83480001;Carrefour;Carrefour puget sur argens;43.44299;6.70539
83510003;Intermarché;INTERMARCHE LORGUES;43.47065;6.38141
83630002;Intermarché;INTERMARCHE AUPS;43.6172488043;6.21995358546
85600003;Système U;Super U PAYS DE MONTAIGU;46.9690604639;-1.33130646813
86380001;Total;VENDEUVRE AUTOMOBILES;46.72897;0.30404
86700004;Total;Relais des minieres;46.3356584205;0.186203239954
87100003;Total Access;RELAIS LIMOGES LECLERC STAR;45.8548203729;1.26648380782
88000005;Total;RELAIS  DES IMAGES;48.1916177136;6.44013960888
88130002;Leclerc;CHARDIS S.A;48.3711;6.29243
88140004;Intermarché;INTERMARCHE CONTREXEVILLE;48.18924;5.90199
85000007;Leclerc;E.LECLERC LES OUDAIRIES;46.67278;-1.40527
85540002;Intermarché Contact;INTERMARCHE MOUTIERS LES MAUXFAI;46.4971173279;-1.42396404804
86000016;Avia;Avia les Couronneries;46.59229;0.34957
87280003;Leclerc;LIMOGES-DIS;45.8700089563;1.26840876316
87500005;Ecomarché;INTERMARCHE ST.YRIEIX LA PERCHE;45.5040336236;1.20147809609
87600003;Avia;BOULESTEIX GERARD;45.8352503649;0.837116156449
89120003;Intermarché;INTERMARCHE CHARNY;47.87681;3.09542
89240002;Avia;Garage du Pont de Grey;47.7549379256;3.49731440344
90130001;Coccinelle;019 DATS MONTREUX;47.60565;7.004
90800001;Total;GRABON SERGE;47.62581;6.84391
91170003;Leclerc;VIRYDIS;48.66155;2.37498
91330001;Total;SA CARLES ET FILS;48.71027;2.4886
89000007;Esso Express;ESSO STE GENEVIEVE;47.79899;3.55266
89100001;Carrefour;CARREFOUR SENS MAILLOT;48.182679213;3.30851833631
91130004;Intermarché;INTERMARCHE RIS ORANGIS;48.64728;2.41495
91150007;Esso;ESSO VILLE SAUVAGE;48.40881;2.12543
91160007;Total;Relais de Longjumeau;48.6774293561;2.28254947584
91170005;BP;BP VIRY RN7;48.66928;2.37053
91360001;Total Access;RELAIS TOTAL ACCESS  EPINAY S/ORGE;48.6855050036;2.30732836406
91370001;Esso Express;ESSO VERRIERES;48.7528;2.27251
91400001;Total;RELAIS DES CORDIERS;48.6974956439;2.18586214413
91490004;Carrefour Market;CARREFOUR MARKET;48.3990667573;2.43661430803
91540004;Intermarché;INTERMARCHE;48.56522;2.43887
91800005;CORA;CORA Val d'Yerres;48.68325;2.53431
91610001;Carrefour Market;Carrefour Market;48.53098;2.38822
91720001;Intermarché;INTERMARCHE MAISSE;48.392729;2.390744
92240008;BP;BP MALAKOFF LAROUSSE 8 à Huit;48.8204;2.30521
93000009;Shell;Europe Petrol & AVIA STATION Carte SHELL BP DKV RESSA... + GARAGE POINT S;48.90872;2.42796
93290003;Carrefour Market;Carrefour Market;48.9467460327;2.57048818541
91380006;BP;BP CHILLY MAZARIN AMPERE;48.71068;2.29765
91470005;Total;Relais de limours;48.64664;2.06885
92210008;BP;BP ST CLOUD REPUBLIQUE 8 à Huit;48.84458;2.21049
93100011;BP;BP MONTREUIL ARISTIDE BRIAND 8 à Huit;48.86867;2.44788
94000006;Esso;FMB94 SARL;48.79014;2.46408
94110001;Elf;RELAIS ELF  ARCUEIL LENINE;48.8123;2.33143
93190001;CORA;CORA;48.9303428482;2.55570358546
93350002;Total Access;RELAIS DE LA GOUTTE D'OR;48.9416408822;2.43166533848
93370001;Simply Market;SIMPLY MARKET;48.898850057;2.54918581892
94310002;Leclerc;E LECLERC ORLY DISTRIBUTION;48.74415;2.4079
95100022;Total;RELAIS TOTAL IMPRESSIONNISTES;48.933;2.23272
93150004;BP;BP BLANC MESNIL MANSIO;48.92565;2.46671
94600004;BP;BP CHOISY LE ROI VICTOR HUGO;48.7684;2.41866
95100009;Total;RELAIS DE JOLIVAL;48.95763;2.27971
94880001;Intermarché;INTERMARCHE NOISEAU;48.77667;2.55134
95100020;BP;BP ARGENTEUIL Q DE BEZONS;48.92974;2.23277
95290001;Carrefour;CARREFOUR L ISLE ADAM;49.1236550919;2.24847878103
95480002;Esso;ESSO PIERRELAYE;49.01542;2.14589
95110001;Total Access;RELAIS DE LA BUTTE;48.9671420202;2.26207404804
95130001;Esso Express;ESSO FRANCONVILLE;48.98563;2.23792
95740004;Total Access;Relais TOTAL ACCESS de frepillon;49.04791;2.20149
20290008;VITO;A LA ROUE DE SECOURS;42.5466547133;9.41753214413
21800002;Carrefour;CARREFOUR QUETIGNY;47.3101458585;5.1061614592
28210001;Total;NOGENT SERVICES AUTOMOBILES;48.6499757554;1.5382735676
27220001;Carrefour Market;Carrefour Market;48.9111313187;1.26506172983
3120001;Agip;AGIP LAPALISSE - STATION CANTAT;46.2479641745;3.62970459995
10100001;Carrefour Market;Carrefour Market;48.51018;3.71443
10000016;Total;Relais du vouldy;48.29444;4.08278
12270001;Intermarché Contact;Intermarché Contact;44.2402410015;2.03283204683
11000012;Indépendant sans enseigne;SARL TRIAY FRERES;43.21566;2.3546
12200003;Esso Express;ESSO LA ROCADE;44.35982;2.03954
41800001;Système U;Super U Coop Atlantique Montoire;47.75561;0.86052
42170002;Casino;CASINO SUPERMARCHE;45.506;4.24619
40630001;Elan;LABORDE J Philippe;44.1473398051;-0.737819670456
41150003;Casino;CASINO CARBURANTS;47.49742;1.17813
41000010;Total;Total Anne de Bretagne;47.60394;1.31495
40660001;Système U;SUPER U;43.81467;-1.37853
39130006;Carrefour Express;CARREFOUR EXPRESS;46.5754665093;5.75077619218
1000009;Intermarché;INTERMARCHE BOURG EN BRESSE;46.19566;5.22935
1000007;Leclerc;CENTRE E. LECLERC;46.20105;5.24891
2700001;Total;LE RELAIS DE PARIS;49.65048;3.28029
34310002;Intermarché;INTERMARCHE CAPESTANG;43.3264472134;3.05100876316
39100008;Indépendant sans enseigne;PETROL'39;47.08882;5.4813
40000001;Carrefour Market;Carrefour Market;43.8834285426;-0.48176
13100012;BP;BP AIX EN PROVENCE MAL JUIN 8 à Huit;43.52023;5.43433
13110002;Agip;AGIP PORT DE BOUC RN 568;43.42008;4.97856
13097001;Géant;GEANT CASINO;43.53556;5.4134
13014010;Avia;AVIA;43.3354;5.40006
11200006;Intermarché;INTERMARCHE LEZIGNAN LES CORBIER;43.1865747998;2.75295500893
11700001;Dyneff;STATION DYNEFF;43.18546;2.5573
15800002;Ecomarché;INTERMARCHE CONTACT VIC SUR CERE;44.98092;2.62815
16700003;Leclerc;RUDIS;46.02138;0.18967
1120002;Total;RELAIS DE DAGNEUX;45.8471518044;5.07404780227
1440003;Avia;AVIA;46.21667;5.2134
3190002;Carrefour Contact;Carrefour Contact;46.53077;2.62149
6000007;Avia;TERRIN SARL;43.69233;7.24991
4700003;Carrefour Market;Carrefour Market;43.92768;5.89091
17700003;Leclerc;SODISUR;46.1113381388;-0.738557206659
18240001;Système U;Utile BELLEVILLE SUR LOIRE;47.50472;2.85162
19360001;Géant;GEANT BRIVE- FLOREAL YG330;45.16818;1.56089
18130001;Atac;ATAC DUN SUR AURON;46.88535;2.57257
20217001;VITO;DOMARCHI MARC ET SEBASTIEN;42.6732135814;9.29715968034
31620009;Intermarché Contact;INTERMARCHE BOULOC;43.78099;1.41442
29833001;Leclerc;CARHAIX  DISTRIBUTION;48.27996;-3.56533
31110001;Esso;STATION ESSO;42.80355;0.59875
10190001;Maximarché;MAXIMARCHE ESTISSAC;48.27369;3.80446
19300003;Total;EGLETONS LACHAUD;45.39814;2.03565
20217005;VITO;Relais Dominique;42.6843451345;9.31258811794
31130005;Elf;SARL AE2C;;
33840003;Agip;AGIP / SIG'REST CAPTIEUX;44.2901684109;-0.258297153065
34270001;Intermarché;INTERMARCHE ST MATHIEU TREVIERS;43.76059;3.86538
32240001;Ecomarché;SAS ELYONNI;43.8338;-0.17899
35410001;Système U;Hyper U CHATEAUGIRON;48.0448048356;-1.51418460793
35390001;Système U;U EXPRESS;47.72393;-1.73265
42190002;Casino;CASINO SUPERMARCHE;46.15391;4.17359
1340001;Carrefour Market;Carrefour Market;46.33208;5.12278
33970001;Total;EOR CAP FERRET GAVA;44.64206;-1.25492
37700001;Carrefour;CARREFOUR Tours-St Pierre des Corps;47.3804383534;0.715156958453
38000009;Oil France;SARL SILVA;45.19843;5.71799
40150001;Intermarché;INTERMARCHE SOORTS HOSSEGOR;43.6699175737;-1.39099772473
40390001;Système U;SUPER U;43.5425678238;-1.38701265232
40280003;Système U;STATION U;43.87831;-0.50522
11370001;Carrefour Contact;Carrefour Contact;42.9064295874;3.03680630734
11100006;Total Access;RELAIS NARBONNE LE CERS;43.1743336179;2.99224530275
13013010;Total Access;RELAIS DES OLIVES;43.3236;5.45358
13016006;Total Access;LITTORAL;43.34883;5.34314
13220003;Carrefour;carrefour chateauneuf les martigues;43.3941902488;5.13489044661
37600006;Indépendant sans enseigne;GLEMAREC SARL;47.13964;1.00018
10400003;Intermarché;INTERMARCHE NOGENT SUR SEINE;48.48593;3.49118
11300002;Système U;SUPER U;43.0451632025;2.22477911057
9000002;Total;MR TAILLEZ;42.94821;1.62619
24190001;Intermarché;INTERMARCHE NEUVIC SUR L'ISLE;45.09699;0.47459
3400002;Carrefour Market;Carrefour Market;46.55323;3.36467
6230001;Total;RELAIS PONT SAINT JEAN;43.70556;7.32039
2300001;Auchan;AUCHAN  VIRY  NOUREUIL;49.64287;3.2595
1250002;BP;BP A40 AIRE DE BOURG TEYSONGUE;46.17527;5.32754
1310003;Casino;casino;46.25611;5.05695
1500004;Avia;GARAGE VINCENT SAS;45.957;5.33285
2100018;Indépendant sans enseigne;DM Combustibles;49.84226;3.28387
2190002;Shell;SGAR SAS;49.4475766624;3.92632110989
2400005;Intermarché;INTERMARCHE CHATEAU-THIERRY;49.0352;3.3914
2430001;Intermarché;INTERMARCHE GAUCHY;49.82606;3.2792
3430002;Indépendant sans enseigne;Station TOTAL;46.4578721425;2.81975930708
13014001;Carrefour;CARREFOUR LE MERLAN;43.328490405;5.39870646813
14400005;Esso;ESSO SERVICE DUBESSIN;49.28338;-0.71172
15300004;Intermarché;Station 24/24 Intermarché;45.10839;2.87932
23500002;Intermarché;INTERMARCHE FELLETIN;45.88359;2.17494
34770001;Total Access;STATION PRADE DE FOURMEL;43.49417;3.70868
35133001;Leclerc;FOUGERES DISTRIBUTION;48.35182;-1.22599
35150003;Intermarché;INTERMARCHE JANZE;47.95513;-1.50346
9210001;Carrefour Market;Carrefour Market;43.2813698179;1.34783547151
17560001;Indépendant sans enseigne;BOURCEFRANC AUTO;45.8380656914;-1.13830024022
19330001;Avia;GARAGE LAGARDE-STATION AVIA;45.26712;1.6793
19000003;Intermarché;INTERMARCHE ROUTE NAVES;45.28454;1.77174
21320002;Total;MME CHOPIN;47.2571728402;4.56075
35520002;Total;SARL DVT;48.1714395699;-1.71999086359
2120002;Total;JEU DE PAUME;49.9008769446;3.62952308716
24160002;Total;MR BRANDY;45.33724;1.05587
25340001;Avia;STATION AVIA GARAGE CARLIN;47.39385;6.49791
29430001;Super Casino;SUPERMARCHE CASINO;48.6538;-4.18796
33610001;Système U;SUPER U;44.75337;-0.67881
21400003;Avia;MR MUTEZ;47.87086;4.57044
21800008;Colruyt;DATS CHEVIGNY ST SAUVEUR;47.30237;5.12672
6670003;Esso;SARL CLAUSS;43.85732;7.19729
8200001;Carrefour Market;Carrefour Market;49.70103;4.92689
8300001;Carrefour;CARREFOUR   RETHEL;49.51108;4.36784
14111001;Intermarché;INTERMARCHE LOUVIGNY;49.16074;-0.3998
14123001;Simply Market;SIMPLY MARKET;49.14733;-0.37298
35000015;Esso Express;ESSO EXPRESS RENNES OUEST;48.10717;-1.71902
38110001;Carrefour Market;Carrefour Market;45.57269;5.47231
5200006;Total;Station Total Marmugi;44.53823;6.49196
38620001;Carrefour Contact;CARREFOUR  EXPRESS;45.4584317143;5.64049483029
39570004;Système U;RN83 DISTRIBUTION SAS SUPER U;46.6695174423;5.52618617032
39300006;Leclerc;station Leclerc Champagnole;46.7458;5.91957
7380001;Elan;SARL GARAGE CEVENNES DIESEL;44.6446628043;4.32898392299
26000008;Esso Express;ESSO CHABEUIL;44.92736;4.91513
27000004;Intermarché;INTERMARCHE EVREUX;49.02379;1.17388
27110002;Leclerc;S.D.N.E.;49.14881;0.91934
27930001;Carrefour Market;Carrefour Market;48.9570602407;0.9354535676
29000007;Indépendant sans enseigne;GARAGE HERVE Pascal;47.98540995;-4.04322596982
14204001;Carrefour;CARREFOUR HEROUVILLE SAINT CLAIR;49.2048420122;-0.327552269185
22210001;Système U;Super U PLEMET;48.17281;-2.5987
27201001;Leclerc;VERMADIS;49.09417;1.46801
10600005;Esso;Relais de chantereigne;48.30376;4.03159
11300005;Netto;NETTO LIMOUX;43.07037;2.21884
16100002;Total;RELAIS COGNAC CORDERIE STAR;45.69309;-0.32722
17400004;Esso;DUBREUIL STATION ST JEAN D'ANGELY;45.92485;-0.52635
14100002;Elan;GARAGE HORNET;49.0894798991;0.309749092706
30330001;Carrefour Market;Carrefour Market;44.15673;4.62264
31290002;Total;RELAIS DE PORT LAURAGAIS SUD;43.3533206269;1.80632404804
31140006;Simply Market;SIMPLY MARKET;43.65886;1.45702
31800004;Casino;CASINO ESTANCARBON;43.10515;0.8154
31500003;Shell;PAC SARL;43.614924851;1.45228761564
36330001;Shell;SGAR SAS;46.72383;1.60384
42140003;Intermarché;INTERMARCHE SAS CHAZEM;45.63427;4.3825
42140001;Total;GARAGE DU CENTRE;45.6354429803;4.37917814968
31620006;Intermarché;INTERMARCHE CASTELNAU;43.7859688066;1.33933878102
30000002;Total Access;RELAIS VALDEGOUR;43.8237317879;4.3350565833
29470004;Système U;Super U PLOUGASTEL;48.37935;-4.37494
31130006;Total Access;SARL  barbin nothommes;43.60917;1.49007
20290002;Total;SARL MARCELLI;42.5249;9.4407
21430003;Indépendant sans enseigne;ROUSSEAU CARBURANT;47.2072796051;4.27145372838
26320001;Indépendant sans enseigne;Agrodia;44.96495;4.94925
26300006;Elan;GARAGE CONSTANT;45.0341;5.05582
31300005;Total;RELAIS TOULOUSE CROIX PIERRE;43.58821;1.42364
33340001;Total;EOR LESPARRE RELAIS DU ME;45.3103;-0.93839
33480002;Total;EOR CASTELNAU DE MED PUER;45.03329;-0.798964288266
32190001;Carrefour Market;Carrefour Market;43.7552618815;0.295075836785
33250004;Intermarché;INTERMARCHE PAUILLAC;45.20099;-0.75006
34100001;Agip;AGIP MONTPELLIER RIMBAUD;43.61806;3.84411
34300004;Agip;AGIP CAP D'AGDE AV DES SERGENTS;43.28469;3.51385
31700005;Leclerc;NOBLADIS;43.64668;1.3681
16500001;Total;MR DUMAS DELAGE;46.020692772;0.659622366491
14380001;Carrefour Contact;SARL SEVDIST;48.8399469332;-1.05205290319
14520003;Système U;SARL DURTANGES;49.3457338784;-0.761315920218
36000010;Indépendant sans enseigne;SA CHIRAULT;46.79952;1.73367
36000014;Intermarché;SAS MYMIKA - INTERMARCHE;46.78833;1.70326
